"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2010","2010","PC","Percentage","0","Units",,,1.188,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2011","2011","PC","Percentage","0","Units",,,1.17,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2012","2012","PC","Percentage","0","Units",,,1.186,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2013","2013","PC","Percentage","0","Units",,,1.188,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2014","2014","PC","Percentage","0","Units",,,1.167,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2015","2015","PC","Percentage","0","Units",,,1.16,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2016","2016","PC","Percentage","0","Units",,,1.152,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2017","2017","PC","Percentage","0","Units",,,1.135,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2018","2018","PC","Percentage","0","Units",,,1.13,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2019","2019","PC","Percentage","0","Units",,,1.099,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1980","1980","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1981","1981","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1982","1982","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1983","1983","PC","Percentage","0","Units",,,0.001,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1984","1984","PC","Percentage","0","Units",,,0.003,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1985","1985","PC","Percentage","0","Units",,,0.003,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1986","1986","PC","Percentage","0","Units",,,0.003,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1987","1987","PC","Percentage","0","Units",,,0.003,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1988","1988","PC","Percentage","0","Units",,,0.003,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1989","1989","PC","Percentage","0","Units",,,0.004,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1990","1990","PC","Percentage","0","Units",,,1.987,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1991","1991","PC","Percentage","0","Units",,,1.823,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1992","1992","PC","Percentage","0","Units",,,1.799,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1993","1993","PC","Percentage","0","Units",,,1.792,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1994","1994","PC","Percentage","0","Units",,,1.831,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1995","1995","PC","Percentage","0","Units",,,1.83,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1996","1996","PC","Percentage","0","Units",,,1.811,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1997","1997","PC","Percentage","0","Units",,,1.78,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1998","1998","PC","Percentage","0","Units",,,1.833,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","1999","1999","PC","Percentage","0","Units",,,1.854,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2000","2000","PC","Percentage","0","Units",,,0.045,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2001","2001","PC","Percentage","0","Units",,,0.061,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2002","2002","PC","Percentage","0","Units",,,0.059,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2003","2003","PC","Percentage","0","Units",,,0.275,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2004","2004","PC","Percentage","0","Units",,,0.284,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2005","2005","PC","Percentage","0","Units",,,0.315,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2006","2006","PC","Percentage","0","Units",,,0.297,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2007","2007","PC","Percentage","0","Units",,,0.311,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2008","2008","PC","Percentage","0","Units",,,0.329,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2009","2009","PC","Percentage","0","Units",,,0.375,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2010","2010","PC","Percentage","0","Units",,,0.439,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2011","2011","PC","Percentage","0","Units",,,0.495,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2012","2012","PC","Percentage","0","Units",,,0.584,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2013","2013","PC","Percentage","0","Units",,,0.527,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2014","2014","PC","Percentage","0","Units",,,0.518,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2015","2015","PC","Percentage","0","Units",,,0.466,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2016","2016","PC","Percentage","0","Units",,,0.504,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2017","2017","PC","Percentage","0","Units",,,0.487,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2018","2018","PC","Percentage","0","Units",,,0.523,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","GRC","Greece","2019","2019","PC","Percentage","0","Units",,,0.581,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","1991","1991","PC","Percentage","0","Units",,,,"m","Data not available"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","1992","1992","PC","Percentage","0","Units",,,,"m","Data not available"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","1993","1993","PC","Percentage","0","Units",,,,"m","Data not available"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","1994","1994","PC","Percentage","0","Units",,,,"m","Data not available"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","1995","1995","PC","Percentage","0","Units",,,,"m","Data not available"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","1996","1996","PC","Percentage","0","Units",,,,"m","Data not available"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","1997","1997","PC","Percentage","0","Units",,,,"m","Data not available"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","1998","1998","PC","Percentage","0","Units",,,,"m","Data not available"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","1999","1999","PC","Percentage","0","Units",,,0.19,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2000","2000","PC","Percentage","0","Units",,,0.205,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2001","2001","PC","Percentage","0","Units",,,0.206,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2002","2002","PC","Percentage","0","Units",,,0.208,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2003","2003","PC","Percentage","0","Units",,,0.252,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2004","2004","PC","Percentage","0","Units",,,0.293,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2005","2005","PC","Percentage","0","Units",,,0.283,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2006","2006","PC","Percentage","0","Units",,,0.367,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2007","2007","PC","Percentage","0","Units",,,0.384,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2008","2008","PC","Percentage","0","Units",,,0.371,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2009","2009","PC","Percentage","0","Units",,,0.425,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2010","2010","PC","Percentage","0","Units",,,0.442,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2011","2011","PC","Percentage","0","Units",,,0.423,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2012","2012","PC","Percentage","0","Units",,,0.402,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2013","2013","PC","Percentage","0","Units",,,0.387,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2014","2014","PC","Percentage","0","Units",,,0.346,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2015","2015","PC","Percentage","0","Units",,,0.355,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2016","2016","PC","Percentage","0","Units",,,0.369,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2017","2017","PC","Percentage","0","Units",,,0.362,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2018","2018","PC","Percentage","0","Units",,,0.375,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2019","2019","PC","Percentage","0","Units",,,0.329,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1980","1980","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1981","1981","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1982","1982","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1983","1983","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1984","1984","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1985","1985","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1986","1986","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1987","1987","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1988","1988","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1989","1989","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1990","1990","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1991","1991","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1992","1992","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1993","1993","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1994","1994","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1995","1995","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1996","1996","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1997","1997","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1998","1998","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1999","1999","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2000","2000","PC","Percentage","0","Units",,,0.107,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2001","2001","PC","Percentage","0","Units",,,0.112,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2002","2002","PC","Percentage","0","Units",,,0.124,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2003","2003","PC","Percentage","0","Units",,,0.13,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2004","2004","PC","Percentage","0","Units",,,0.126,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2005","2005","PC","Percentage","0","Units",,,0.126,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2006","2006","PC","Percentage","0","Units",,,0.126,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2007","2007","PC","Percentage","0","Units",,,0.126,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2008","2008","PC","Percentage","0","Units",,,0.126,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2009","2009","PC","Percentage","0","Units",,,0.13,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2010","2010","PC","Percentage","0","Units",,,0.124,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2011","2011","PC","Percentage","0","Units",,,0.122,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2012","2012","PC","Percentage","0","Units",,,0.124,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2013","2013","PC","Percentage","0","Units",,,0.124,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2014","2014","PC","Percentage","0","Units",,,0.126,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2015","2015","PC","Percentage","0","Units",,,0.125,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2016","2016","PC","Percentage","0","Units",,,0.131,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2017","2017","PC","Percentage","0","Units",,,0.139,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2018","2018","PC","Percentage","0","Units",,,0.141,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2019","2019","PC","Percentage","0","Units",,,0.141,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2020","2020","PC","Percentage","0","Units",,,0.16,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1980","1980","PC","Percentage","0","Units",,,1.234,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1981","1981","PC","Percentage","0","Units",,,1.26,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1982","1982","PC","Percentage","0","Units",,,1.294,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1983","1983","PC","Percentage","0","Units",,,1.231,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1984","1984","PC","Percentage","0","Units",,,1.439,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1985","1985","PC","Percentage","0","Units",,,1.545,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1986","1986","PC","Percentage","0","Units",,,1.582,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1987","1987","PC","Percentage","0","Units",,,1.722,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1988","1988","PC","Percentage","0","Units",,,1.713,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1989","1989","PC","Percentage","0","Units",,,1.4,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1990","1990","PC","Percentage","0","Units",,,1.398,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1991","1991","PC","Percentage","0","Units",,,1.448,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1992","1992","PC","Percentage","0","Units",,,1.468,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1993","1993","PC","Percentage","0","Units",,,1.464,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1994","1994","PC","Percentage","0","Units",,,1.465,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1995","1995","PC","Percentage","0","Units",,,1.613,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1996","1996","PC","Percentage","0","Units",,,1.581,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1997","1997","PC","Percentage","0","Units",,,1.511,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1998","1998","PC","Percentage","0","Units",,,1.456,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1999","1999","PC","Percentage","0","Units",,,1.336,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2000","2000","PC","Percentage","0","Units",,,3.395,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2001","2001","PC","Percentage","0","Units",,,3.57,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2002","2002","PC","Percentage","0","Units",,,2.044,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2003","2003","PC","Percentage","0","Units",,,1.721,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2004","2004","PC","Percentage","0","Units",,,2.112,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2005","2005","PC","Percentage","0","Units",,,2.127,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2006","2006","PC","Percentage","0","Units",,,2.134,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2007","2007","PC","Percentage","0","Units",,,2.159,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2008","2008","PC","Percentage","0","Units",,,2.342,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2009","2009","PC","Percentage","0","Units",,,2.799,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2010","2010","PC","Percentage","0","Units",,,2.824,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2011","2011","PC","Percentage","0","Units",,,3.013,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2012","2012","PC","Percentage","0","Units",,,3.165,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2013","2013","PC","Percentage","0","Units",,,3.296,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2014","2014","PC","Percentage","0","Units",,,2.937,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2015","2015","PC","Percentage","0","Units",,,2.265,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2016","2016","PC","Percentage","0","Units",,,2.218,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2017","2017","PC","Percentage","0","Units",,,2.212,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2018","2018","PC","Percentage","0","Units",,,1.977,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2019","2019","PC","Percentage","0","Units",,,1.94,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1980","1980","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1981","1981","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1982","1982","PC","Percentage","0","Units",,,,"a","Data do not exist"
